S. no,Name,Brand,Image,,Country,Sport,Gender,MRP,Sizes,Colours,Amazon Link,Price,Available sizes,Flipkart Link,Price,Available sizes,Myntra Link,Price,Available sizes,Tata Cliq Link,Price,Available sizes,NBA Store Link,Price,Available sizes,Ajio Link,Price,Available sizes,Superkicks Link,Price,Available sizes,Official Website,Price,Available sizes,Foot Type,Foot Width,Injury History,Playing Surface,Playing Style,Playing Position,Shoe Preference,Player Level,Product Analysis Note
30,Puma Unisex MB.02 Jade Basketball Shoes,Puma,,,,Basketball,Men/Unisex,14999,"3,4,5,6,7,8,9,10,11,12,13",Green,NA,NA,Na,NA,N,NA,Na,NA,Na,Na,Na,Na,Na,Na,Na,https://www.ajio.com/puma-mb-02-jade-lace-up-basketball-shoes/p/700076052_green?srsltid=AfmBOoo29iyMc3dZ3yq5zrnnQrw9qWAqYAGKSb6rTXfX7pdYy23ROxkvTLo&gPromoCode=New-Purchase#gmf,9412,"3,4,5,6,7,8,9,10,11,12,13",Na,Na,Na,Na,Na,Na,neutral to high arches,Standard fit,Stability,indoor courts, Ideal for players,Best suited ,Cushioned,Tailored for intermediate,
31,Court Pro Basketball Shoes,,,,India,Basketball,Men/Unisex,7999,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,8.5,10,10.5,11","White,Yellow Sizzle Team Violet",Na,NA,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/court-pro-basketball-shoes/310829?size=0270&swatch=05,6799,9.5,Neutral to High Arches,Standard Fit,Ankle Support,Indoor Courts:,Agility,Guards Forwards,Cushioned,Beginner to Intermediate,
32,Puma Scoot Zeros Purple Lightning Basketball Shoes,Puma,,,India,Basketball,Men/Unisex,10999,"5,5.5,6,6.5,7,7.5,8,8.5,9,8.5,10,10.5,11,12,13",Purple Lightning,https://amzn.to/4jqcNrY,10999,8,https://www.flipkart.com/puma-scoot-zeros-purple-lightning-basketball-shoes-men/p/itme4bb70c79148d?pid=SHOH4EHTE7QT8VKC&lid=LSTSHOH4EHTE7QT8VKC7ONH48&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,10999,"5,5.6.5,7.5,8,8.5,9,.5",https://www.myntra.com/sports-shoes/puma/puma-scoot-zeros-lightning-unisex-basketball-shoes/31603225/buy,8249,8,Na,Na,Na,https://www.nbastore.in/products/puma-scoot-zeros-basketball-shoes-purple-purple?srsltid=AfmBOor2e5agPZwnruZ48BW_NWmSKeGrI7VlvHrb6Qz3mozE3aBR5EXwRAA&gPromoCode=nbastore_welcomeoffer_Mar2025,10999,"7,8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral to High Arches,Standard Fit,Ankle Support:,Indoor Courts,Agility,Guards Forwards,Performance-Oriented:,Intermediate to Advanced:,
33,Puma MB.02 Fade Basketball Shoes,Puma,,,India,Basketball,Unisex,15999,"3,4,5,6,7,8,9,10,11,12",Team Voilet Puma White,Na,Na,Na,NA,Na,Na,https://www.myntra.com/sports-shoes/puma/puma-mb02-fade-unisex-basketball-shoes/32588734/buy,11199,7.8,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,"https://in.puma.com/in/en/pd/mb-02-fade-basketball-shoes/379779?swatch=01&size=0220
",11199,7,Neutral to High Arches,Standard Fit,Ankle Support:,Indoor Courts,Agility,Guards Forwards,Performance-Oriented,Intermediate to Advanced,
34,Puma Unisex-Adult Playmaker Pro Bold Blue-Pro Green-Ash Gray-Cast Iron-Black Basketball Shoe ,Puma,,,India,Basketball,Unisex,8999,6,Pro Bold Blue Pro Green Ash Gray Cast Iron-Black,https://amzn.to/4jRSPGt,8999,6,NA,Na,Na,,,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral to High Arches,Standard Fit:,Ankle Support:,Indoor Courts,Agility,Guards Forwards,Performance-Oriented,Intermediate to Advanced,
35,"PUMA
Graphic Print Lace-Up Basketball Shoes",Puma,,,India,Basketball,Men/Unisex,13999,"3,4,5,6,7,8,9,10,11,12,13,14,15",Black Graphics Print,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.ajio.com/puma-graphic-print-lace-up-basketball-shoes/p/700189800_black?srsltid=AfmBOopJOZu-7gI2elhb4mYi6xQVOL9J4YpnoCTu7X2bAmUr3GxB-kQAKo4&gPromoCode=New-Purchase#gmf,13999,"4,5,13,14,15",Na,Na,Na,Na,Na,Na,Neutral Arch Support,Regular Fit,Moderate,Indoor Courts,All-Round Play,Hybrid,Graphic Design,Intermediate,
36,Puma All-Pro Nitro Team Men's Basketball Shoes,Puma,,,India,Basketball,Men/Unisex,12999,"6,6.5,7,7.5,8,8.5,9,8.5,10,10.5,11,12,13",White,https://amzn.to/3Gp4X3e,12999,7, https://www.flipkart.com/puma-all-pro-nitro-team-basketball-shoes-men/p/itm9f92be69fec14?pid=SHOGQAZ2EUWHEZDB&lid=LSTSHOGQAZ2EUWHEZDBENBMSS&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,12999,"6,7.5,8.5,10,10.5",https://www.myntra.com/sports-shoes/puma/puma-unisex-all-pro-nitro-team-basketball-shoes/24093666/buy,12999,"6,7,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/all-pro-nitro-team-basketball-shoes/379081?swatch=03&size=0200,12999,6,Suitable for neutral to high arches,Regular fit; true to size.,moderate,indoor courts;,emphasizing agility,Suitable guards,ow-cut design,Designed for intermediate,
37,Men Puma Genetics Basketball Shoes,Puma,,,India,Basketball,Women,9999,"3,3.5,4,4.5,5",Blue,Na,Na,Na,https://www.flipkart.com/puma-genetics-basketball-shoes-women/p/itmc49a18dfcbc28,4999,3.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/genetics-basketball-shoes/379905?swatch=04&size=0150,4999,3.5,Suitable for neutral to high arches.,Regular fit; true to size.,moderate,Indoor ,emphasizing agility,Suitable guards ,Low-cut design,Designed for intermediate,
38,Puma Court Pro Basketball Shoes,Puma,,,India,Basketball,Men/Unisex,7999,3.3.5.4.4.5.5.5.5.6.6.5.7.7.5.8.8.5.9.9.5.10.10.5.11.11.5.12.12.5.13,Red,https://amzn.to/4jVar4r,5999,"7,4",https://www.flipkart.com/puma-court-pro-basketball-shoes-men/p/itm7c84ebfdfc1ee?pid=SHOH89GFYNZGMRFH&lid=LSTSHOH89GFYNZGMRFHFRUAYS&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,6399,3.3.5.4.5.5.5.6.6.5.7.7.5.8.8.5.9.9.5.10.10.5.11.,https://www.myntra.com/sports-shoes/puma/-puma-court-pro-unisex-basketball-shoes-/32394882/buy,6399,3,Na,Na,Na,https://www.nbastore.in/products/puma-court-pro-basketball-shoes-red-red?srsltid=AfmBOoqDlXT21Nw_eZiVuHyPXC84GCW2k8-LO0LGG3MdHpaaweNoVw5voeQ&gPromoCode=nbastore_welcomeoffer_Mar2025,7999,"8,9,10,11",Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/court-pro-basketball-shoes/310829?swatch=02&size=0220,6799,7,Neutral Arch Support,Regular Fit,Ankle Support,Indoor Courts,Agility ,Guard,Low-Cut Design,Intermediate,
39,Puma Unisex MB.02 Jade Basketball Shoes,Puma,,,India,Basketball,Men/Unisex,14999,"3,4,5,6,7,8,9,10,11,12,13",lake Green,Na,NA,NA,NA,NA,NA,https://www.myntra.com/sports-shoes/puma/puma-unisex-mb02-jade-basketball-shoes/26210364/buy,10499,"3,8",NA,NA,NA,NA,NA,NA,https://www.ajio.com/puma-mb-02-jade-lace-up-basketball-shoes/p/700076052_green?srsltid=AfmBOorIzZEd7eQQcLVqp4q0nTAr8GyEVv2PBVfOXQXlRwMzIICgAAA7iMA&gPromoCode=New-Purchase#gmf,9412,"4,5,6,7,8,9,10,11,12,13",Na,Na,NA,https://in.puma.com/in/en/pd/mb-02-jade-unisex-basketball-shoes/378284?size=0140&swatch=01,10499,3,Neutral to high arches,Regular fit; slightly narrow toe box,Excellent ,Indoor courts,Power players,Forward ,Mid-top design,Intermediate to advanced,
40,Puma Court Pro Basketball Shoes,Puma,,,India,Basketball,Women,7999,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9
9.5,10,10.5,11,11.5,12,12.5,13",pink,https://amzn.to/42Tiack,4655,7,https://www.flipkart.com/puma-court-pro-basketball-shoes-women/p/itm305cff6028d77?pid=SHOH3H8XUXAHFJZG&lid=LSTSHOH3H8XUXAHFJZGCVEA6P&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc&gPromoCode=nb-mp-0324415524,4202,"3,3.54.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",https://www.myntra.com/sports-shoes/puma/puma-court-pro-unisex-basketball-shoes/30577234/buy,5599,"3,6,7,8,9,10,11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://in.puma.com/in/en/pd/court-pro-basketball-shoes/310829?swatch=01&size=0220,5599,7,Neutral to high arches,Standard fit,ankle support,Indoor courts,Agility-focuse ,Guard,Low-cut design,Intermediate,
41,Puma Court Pro Basketball Shoes,Puma,,,India,Basketball,Unisex,7999,"3,4,5,6,7,8,9,10,11,12",Black Electric Line,https://amzn.to/44GRJZI,7999,10,https://www.flipkart.com/puma-court-pro-basketball-shoes-women/p/itm142c4f0229610?pid=SHOH3H8Y5VCPKZQF&lid=LSTSHOH3H8Y5VCPKZQFGVIXJI&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc&gPromoCode=nb-mp-0324415524,7999,"6,6.5",https://www.myntra.com/sports-shoes/puma/puma-unisex-court-pro-basketball-shoes/30577231/buy,6399,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://in.puma.com/in/en/pd/court-pro-basketball-shoes/310829?swatch=03&size=0230,7999,7.5,Neutral to High Arches,Standard Fit,Moderate,Indoor Courts,Agility-Focuse ,Guard,Low-Cut Design,Intermediate,
42,Puma Unisex-Adult Court Pro Basketball Shoe,Puma,,,India,Basketball,Unisex,7999,"3,4,5,6,7,8,9,10,11,12",PUMA White Yellow Sizzle Team Violet,https://amzn.to/446zblv,5439,5,Na,Na,Na,https://www.myntra.com/sports-shoes/puma/puma-unisex-court-pro-basketball--shoes/30577237/buy,6399,3.6.7.8.9.10.11,Na,NA,NA,https://www.nbastore.in/products/puma-court-pro-basketball-shoes-white-white?srsltid=AfmBOoor8mU4hpEgCloY3NlMcm6AsF8WKmyTtwZpdd_kG1gC2SNEyDXt1AY&gPromoCode=nbastore_welcomeoffer_Mar2025,7999,"9,10,11",NA,NA,NA,NA,NA,NA,https://in.puma.com/in/en/pd/court-pro-basketball-shoes/310829?swatch=05&size=0280,6799,10,Neutral to high arches,tandard fit,midsole cushioning,Indoor courts,Quick transitions,Forward ,Breathable mesh upper,Advanced,
43,New Balance Men's FRESH FOAM X 880V13 Sports Basketball Shoes,New Balance,,,India,Basketball,Men/Unisex,13999,"7,7.5,8,8.5,9,9.5,10,10.5,11,12",NA,NA,NA,NA,,,,https://www.myntra.com/sports-shoes/new+balance/new-balance-men-880-running-shoes/30052251/buy,7139,"8.5,9,10",Na,NA,NA,Na,NA,NA,NA,NA,NA,NA,NA,NA,,,,Neutral to high arches,slightly wider feet,Basic,Smooth outdoor ,Quick transitions,Forward ,Low-cut design,Intermediate,
44,New Balance Men's Kawhi Basketball Shoes,New Balance,,,India,Basketball,Men/Unisex,22999,11.5,Multicolor,,,,https://www.flipkart.com/new-balance-basketball-running-shoes-men/p/itmde0c3d9a93c6c?pid=SHOH4QZPFYTHZFAY&lid=LSTSHOH4QZPFYTHZFAYESBQVC&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,15639,11.5,NA,NA,NA,NA,NA,NA,Na,NA,NA,NA,NA,NA,NA,NA,NA,,,,Neutral to high arches,Standard fit,Basic,Indoor courts,Agility-focuse ,Guard,Low-cut design,Advanced,
45,New Balance Men's Two Basketball Shoes UK,New Balance,,,India,Basketball,Men/Unisex,18999,"6,7,8,9,10,11,12",Steel,https://amzn.to/4lTUg9i,10686,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Na,NA,NA,NA,NA,NA,NA,NA,NA,,,,Neutral to high arches,Standard fit,Basic,Indoor courts,Agility-Focused,Guards Forwards,Breathable mesh upper,Intermediate,
46,new balance Mens Bb Two Way Model Sneaker,New Balance,,,India,Basketball,Men/Unisex,18999,"6,7,8,9,10,11,12",THIRTY WATT,https://amzn.to/3YiqYXP,10709,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Na,NA,NA,NA,NA,NA,NA,NA,NA,,,,Neutral to high arches,Standard fit,ankle support,Indoor courts,Agility-Focused,Guard,Low-cut design,Intermediate,
47,UA JET '23 BASKETBALL SHOES 'WHITE/BLACK',,,,India,,Men/Unisex,,,,,,,,,,,,,,,,Na,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
48,"UNDER ARMOUR
UA Jet'23 Men Basketball Shoes",Skechers,,,India,Basketball,Men/Unisex,7999,"6,7,8,9,10,11,12",Blue Red,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/under+armour/under-armour-ua-jet23-men-basketball-shoes/31871841/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gbraid=0AAAAADoxBh4KIwa1RnRcKFtEDPQ1Os682&gclid=Cj0KCQjw5azABhD1ARIsAA0WFUFIFou5BGLZae-SEZNksm4oxte_Dv88JDm-AKkz67Rxf1MA0lQF1IwaAqyzEALw_wcB,4799,"7,8,9",Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral to high arches,Standard fit,midsole cushioning,Smooth outdoor surfaces,Agility-focused,Forwards,Breathable mesh upper,Advanced,
49,NIKE IMPACT 4 BASKETBALL SHOES 'LIGHT LEMON TWIST/DARK RAISIN/WHITE',Nike,,,India,Basketball,Men/Unisex,8495,"7,8,9,10,11",LIGHT LEMON TWIST/DARK RAISIN/WHITE,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/impact-4-basketball-shoes-CcJxBx/DM1124-700,Na,Na,Neutral to high arches,Standard fit; runs slightly narrow,ankle support,Indoor courts,Agility-focused,Guards,Low-cut design,Intermediate,
50,"UNDER ARMOUR
Curry 3Z7 Men Basketball Shoes",Skechers,,,India,Basketball,Men/Unisex,8999,"6,7,8,9,10,11,12",Blue Red,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/under+armour/-under-armour-curry-3z7-men-basketball-shoes/31871833/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gbraid=0AAAAADoxBh4KIwa1RnRcKFtEDPQ1Os682&gclid=Cj0KCQjw5azABhD1ARIsAA0WFUFu0lIwra9boq_4-oBIS3McIUE_4ts_XR_6yMHKQKigZNAUXVhjpBIaAkjoEALw_wcB,4949,"7,8,9,10,11",Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral to high arches,accommodates medium,Ankle support,Indoor courts,Quick transitions,Guards,Breathable mesh upper,Advanced,
51,"Skechers
SKX Resagrip Men Lace Up Sports Shoes",Skechers,,,India,Basketball,Men/Unisex,17999,"6,7,8,9,10",Red Black,Na,Na,Na,https://www.flipkart.com/skechers-mens-skx-resagrip-basketball-red-black-sports-lace-up-shoe-shoes-men/p/itm61f349ebbdaff?pid=SHOH6WD9ZGGGUHGN&lid=LSTSHOH6WD9ZGGGUHGNHCEGIG&marketplace=FLIPKART&sattr[]=color&st=color,17999,"6,7,8,9,10",https://www.myntra.com/sports-shoes/skechers/skechers-skx-resagrip-men-lace-up-sports-shoes/33657962/buy,17999,"6,7,8,9,10",Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,https://www.skechers.in/skx-resagrip--basketball/253007-RDBK.html,17999,10,Neutral to high arches,Standard fit,Ankle support,Smooth outdoor surfaces,Agility-focused,Guards,Low-cut design,Intermediate,
52,Skechers Skechers Mens Skx Resagrip- Basketball Purple Multi Sports Lace Up Shoe Basketball Shoes For Men,Skechers,,,India,Basketball,Men/Unisex,18999,"6,7,8,9,10",Purpal,Na,Na,Na,https://www.flipkart.com/skechers-mens-skx-resagrip-basketball-purple-multi-sports-lace-up-shoe-shoes-men/p/itm0b1741f243db9?pid=SHOH6WD9RKFNWFSS&lid=LSTSHOH6WD9RKFNWFSSUCPUUB&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,18999,"7,8,9,10",Na,Na,Na,Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutra ,Regular,Basic,Indoor courts,"Speed-focused,
",Guards forwards,Low-top design with responsive cushioning,Intermediate to advanced,
53,SKX FLOAT-Basketball,Skechers,,,India,Basketball,Men/Unisex,18999,"6,7",Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,https://www.skechers.in/skx-float-basketball/253000-BKOR.html,18999,"6,7",Neutra,Wide,Ankle support,Indoor courts,focused movements,Guards forwards,Mid-top design with responsive cushioning,Intermediate to advanced,
54,SKX FLOAT-Basketball,Skechers,,,India,Basketball,Men/Unisex,18999,"8,9,10",Blue Red,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,https://www.skechers.in/skx-float-basketball/253000-NVMT.html,18999,"8,9,10",Neutra,Standard,Ankle support, Indoor courts,focused movements,Guards forwards,Mid-top design with responsive cushioning,Intermediate to advanced,
55,SKX FLOAT-Basketball,Skechers,,,India,Basketball,Men/Unisex,18999,"8,9,10",Orange,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,https://www.skechers.in/skx-float-basketball/253000-PKMT.html,18999,"8,9,10",Neutra,Standard,cushioning ,Indoor courts,"Agile, speed",Guards forwards,Mid-top design with responsive cushioning,Intermediate to advanced,
56,SKX FLOAT-Basketball,Skechers,,,India,Basketball,Men/Unisex,17999,"9,10",White Orange Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,NA,NA,Na,Na,Na,Na,Na,Na,https://www.skechers.in/skx-float-basketball/253001-WBO.html,17999,"9,10",Neutra,Standard,Suitable,Indoor courts,"Agile, speed",Guards forwards,"Low-top design with responsive cushioning
",Intermediate to advanced,
57,SKECHERS Men SKX FLOAT Basketball Shoes,Skechers,,,India,Basketball,Men/Unisex,18999,"6,7,8,9,10",MultiColor,Na,Na,Na,https://www.flipkart.com/skechers-mens-skx-float-basketball-pink-multi-sports-lace-up-shoe-basketball-shoes-men/p/itm5bb24e1985099?pid=SHOH6WD9DXBBFAA7&lid=LSTSHOH6WD9DXBBFAA7K6JRED&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,18999,"6,7,8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutra,Regular,Suitable,Indoor courts,focused movements,Hybrid,Mid-top desig,Intermediate to advanced,
58,"Skechers Mens SKX FLOAT-Basketball Black Orange Sports Lace Up Shoe Basketball Shoes For Men  (Black , 7)",Skechers,,,India,Basketball,Men/Unisex,18999,"6,7,8,9,10",Black,Na,Na,Na,https://www.flipkart.com/skechers-mens-skx-float-basketball-black-orange-sports-lace-up-shoe-basketball-shoes-men/p/itmaa86687526aa5?pid=SHOH6WD96QS9597U&lid=LSTSHOH6WD96QS9597UVDHT4E&marketplace=FLIPKART&sattr[]=color&st=color,18999,"6,7,8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,Suitable,"Indoor courts
",Speed ,Hybrid,Mid-top design,Intermediate to advanced,
59,Nivia Engraver Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,2680,"6,7 ,8,9,10,11,12",Pink White,https://amzn.to/4jK9zPQ,1742,"6,7,8,9,10,11,12",https://www.flipkart.com/nivia-engraver-basketball-shoes-men/p/itm2e35753a5af49?pid=SHOGRPMUKJSK2YHY&lid=LSTSHOGRPMUKJSK2YHY9A3UAR&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,2000,"6,7,8,9,10,11,12",https://www.myntra.com/sports-shoes/nivia/nivia-men-engraver-basketball-shoes/24152358/buy,2519,"6,8",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard ,Suitable,Indoor courts,"Agile,",Guards forwards,Mid-top design,Intermediate to advanced,
60,Nivia Engraver Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,2680,"6,7 ,8,9,10,11,12",White Sky Blue,https://amzn.to/3GmNDvY,1742,"6,7,8,9,10,11,12",https://www.flipkart.com/nivia-engraver-basketball-shoes-men/p/itm261a68b58bec5?pid=SHOFVY4CKMGKUHCK&lid=LSTSHOFVY4CKMGKUHCKMEPYMW&marketplace=FLIPKART&sattr[]=color&st=color,2240,"6,11,12",https://www.myntra.com/sports-shoes/nivia/nivia-men-engraver-basketball-shoes/22707080/buy,2519,"10,11,12",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,Suitable," Indoor courts
",Agile,Guards forwards,Mid-top design,Intermediate to advanced,
61,Nivia Engraver Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,2999,"6,7 ,8,9,10,11,12",White Sky Blue,https://amzn.to/4jCPBqD,1999,"6,7,8,9,10,11,12",https://www.flipkart.com/nivia-engraver-2-0-basketball-shoes-men/p/itm4d25db90daebd?pid=SHOGVZFJ5GSGU6XJ&lid=LSTSHOGVZFJ5GSGU6XJCUQSCE&marketplace=FLIPKART&sattr[]=color&st=color,2528,"6,7,8,9,10,11,12",https://www.myntra.com/sports-shoes/nivia/nivia-men-engraver-20-basketball-shoes/26210096/buy,2819,"6,7,8,9,10,11,12",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Wide,Basic,Indoor courts,Speed,Guards forwards ,Mid-top design,Intermediate to advanced,
62,Nivia Engraver Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,2999,"6,7 ,8,9,10,11,12",White Sky Blue,https://amzn.to/4lKtvEh,1999,"6,7,8,9,10,11,12",https://www.flipkart.com/nivia-engraver-2-0-basketball-shoes-men/p/itm2344c5d36698b?pid=SHOGVZFJU7PZKHEX&lid=LSTSHOGVZFJU7PZKHEXMGLFXP&marketplace=FLIPKART&sattr[]=color&st=color,2529,"6,7,8,9,10,11,12",https://www.myntra.com/sports-shoes/nivia/nivia-men-engraver-20-basketball-shoes/26210100/buy,2819,"6,7,8,10,11,12",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Wide,Basic,Indoor courts,Speed,Guards forwards ,Mid-top design,Intermediate to advanced,
63,Nivia Men's Warrior1 Pvc Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,1912,"8,9,11",Black Blue Green,Na,Na,Na,https://www.flipkart.com/nivia-men-s-warrior1-pvc-basketball-shoes-black-blue-green-uk-11-men/p/itmd576f981e57c0?pid=SHOGHVJ5JPQHDXNZ&lid=LSTSHOGHVJ5JPQHDXNZ1PBSLJ&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,1899,11,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Regular,Suitability,Indoor courts,Agile,Guards forwards ,Low-top design,Intermediate to advanced,
64,Nivia Men's Warrior1 Pvc Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,1912,"8,9,11",Black,Na,Na,Na,https://www.flipkart.com/nivia-step-out-play-1171bk11-mesh-combat-2-0-11uk-black-casuals-men/p/itm97785091ffdcb?pid=SHOGHURY8J5HVXWG&lid=LSTSHOGHURY8J5HVXWGSFUZ9Y&marketplace=FLIPKART&sattr[]=color&st=color,1899,"8,11",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Regular,Suitability,Outdoor,Agile,Hybrid,Mid-top design,Intermediate to advanced,
65, Nivia Tucana Black & Golden Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,2890,"6,7,8,9,10,11,12",Black golden,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.tatacliq.com/nivia-tucana-black-golden-basketball-shoes/p-mp000000007247641,2799,"6,7,9,11,12",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Wide,Ankle support,MultiSurface,All Rounder,Hybrid,Mid-top design,Intermediate to advanced,
66,Nivia Panther 2.0 Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,"1,740","3,4,5,6,7,8,9,10,11,12",Blue Red,https://www.amazon.in/Basketball-Superior-Comfortable-Performance-Size-UK08/dp/B075PPC1NH?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1TF4EN4LCHKBO&th=1&psc=1,1611,"8,10,11",https://www.flipkart.com/nivia-panther-2-0-basketball-shoes-men/p/itmf3xvhhqwenfbs?pid=SHOEXUNFZM5ZFZKF&lid=LSTSHOEXUNFZM5ZFZKFX8HVLU&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,1494,"8,10,11",https://www.myntra.com/sports-shoes/nivia/nivia-panther-20-basketball-shoe/22707084/buy,1635,"8,10,11",Na,N,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Regular,Suitability,Indoor courts,Agile,responsiveness,Mid-top design,Intermediate to advanced,
67,Nivia Grafity Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,2949,"6,7,8,9,10,11,12",White Black,NA,NA,NA,NA,NA,NA,NA,NA,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,,https://www.niviasports.com/products/grafitti,2499,"6,7,9,10,11,12",Neutral,Wide,Suitability,Indoor courts,Agile,responsiveness,Mid-top design,Intermediate to advanced,
68,Nivia Combat 2.0 Basketball Shoes,Nivia,,,India,Basketball,Men/Unisex,"2,315","6,7,8,9,10,11,12",Black,https://amzn.to/3GoD0c5,1991,"6,7,8,9,10,11,12",https://www.flipkart.com/nivia-combat-2-0-basketball-shoes-men/p/itmfharvy7qcnvph?pid=SHOFHARVTQYUCN9A&lid=LSTSHOFHARVTQYUCN9A2OFKM2&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc,1881,"6,7,8,9,10,11,12",https://www.myntra.com/sports-shoes/nivia/nivia-men-combat-20-basketball-shoes/22707078/buy,2176,8.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Regular,Suitability,Indoor courts,Agile,Hybrid,Mid-top design,Intermediate to advanced,
